student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade,final_exam_score,final_grade,at_risk,academic_level,attendance_risk_level,sleep_deviation,deviation_bin,high_workload_low_sleep,engagement_score
189,Male,4.7,89.7,9.9,Bachelors,Yes,Yes,No,90.9,100.0,A,0,excellent,Healthy,2.4000000000000004,2.0,0,0.7749184909175595
190,Female,0.5,84.6,5.5,Bachelors,Yes,Yes,No,80.3,67.2,D,1,average,Healthy,2.0,2.0,0,0.5530973451327433
191,Male,3.9,68.8,8.6,High School,Yes,No,No,76.8,84.6,B,0,excellent,Moderate,1.0999999999999996,1.0,0,0.25236764477565593
192,Male,4.7,96.6,8.0,Bachelors,Yes,Yes,Yes,83.0,100.0,A,0,excellent,Healthy,0.5,0.0,0,0.8258034466697718
193,Male,1.3,77.7,7.1,Bachelors,Yes,No,No,74.0,75.2,C,0,average,Healthy,0.40000000000000036,0.0,0,0.20396677534544327
194,Male,5.2,76.9,8.9,Bachelors,Yes,Yes,No,40.1,81.1,B,0,excellent,Healthy,1.4000000000000004,1.0,0,0.7024530352429746
195,Male,4.0,87.0,7.2,High School,Yes,Yes,No,64.0,96.5,A,0,excellent,Healthy,0.2999999999999998,0.0,0,0.7243052321068157
196,Female,2.9,96.5,7.3,Masters,No,Yes,No,84.4,79.8,C,0,average,Healthy,0.20000000000000018,0.0,0,0.7461186151218756
197,Female,4.4,74.8,6.7,High School,Yes,No,No,60.3,73.4,C,0,average,Moderate,0.7999999999999998,1.0,0,0.31854525694767893
198,Female,6.9,85.6,8.3,Bachelors,Yes,Yes,No,67.3,92.2,A,0,excellent,Healthy,0.8000000000000007,1.0,0,0.8411737307871449
199,Male,3.8,89.3,8.1,Masters,Yes,Yes,No,57.5,87.3,B,0,excellent,Healthy,0.5999999999999996,1.0,0,0.7324949541996584
200,Male,3.9,91.9,6.0,Bachelors,No,No,No,91.4,92.5,A,0,excellent,Healthy,1.5,2.0,0,0.422721627076541
201,Male,2.8,86.8,5.2,High School,Yes,No,Yes,90.2,94.6,A,0,excellent,Healthy,2.3,2.0,1,0.3368653935724266
202,Female,2.2,81.3,6.6,Masters,Yes,Yes,No,59.4,75.5,C,0,average,Healthy,0.9000000000000004,1.0,0,0.6033224654556746
203,Male,4.7,76.7,5.8,Bachelors,Yes,Yes,No,71.8,85.3,B,0,excellent,Healthy,1.7000000000000002,2.0,0,0.6790482844278839
204,Male,2.2,85.9,6.7,Masters,Yes,Yes,No,61.8,76.7,C,0,average,Healthy,0.7999999999999998,1.0,0,0.6372457692904829
205,Female,3.6,74.3,8.3,Masters,Yes,No,No,77.4,86.8,B,0,excellent,Moderate,0.8000000000000007,1.0,0,0.279770222015215
206,Male,2.8,55.8,6.3,Bachelors,Yes,Yes,Yes,76.1,61.1,D,1,average,Critical,1.2000000000000002,1.0,1,0.441585157584226
207,Female,4.2,89.4,6.7,Bachelors,Yes,Yes,Yes,79.7,100.0,A,0,excellent,Healthy,0.7999999999999998,1.0,1,0.7507762769756251
208,Female,4.0,94.0,6.9,High School,No,Yes,No,74.0,90.9,A,0,excellent,Healthy,0.5999999999999996,1.0,0,0.7759276509858717
209,Female,5.1,61.4,7.8,High School,Yes,Yes,Yes,100.0,96.1,A,0,excellent,Moderate,0.2999999999999998,0.0,0,0.583760285669927
210,Male,2.7,74.9,4.1,Bachelors,Yes,No,No,57.7,73.1,C,0,average,Moderate,3.4000000000000004,3.0,0,0.2447213165657507
211,Male,3.1,91.2,6.1,Bachelors,Yes,Yes,No,49.5,81.2,B,0,excellent,Healthy,1.4000000000000004,1.0,0,0.7158049992237231
212,Male,2.0,100.0,7.1,Bachelors,Yes,Yes,No,65.3,81.8,B,0,excellent,Healthy,0.40000000000000036,0.0,0,0.7324561403508772
213,Male,2.8,85.2,8.2,High School,Yes,Yes,Yes,51.2,70.0,C,0,average,Healthy,0.6999999999999993,1.0,0,0.6583993168762615
214,Male,4.1,77.7,6.2,High School,Yes,Yes,Yes,52.1,78.5,C,0,average,Healthy,1.2999999999999998,1.0,1,0.6601071262226362
215,Male,4.6,83.2,4.5,Bachelors,Yes,Yes,No,58.0,84.7,B,0,excellent,Healthy,3.0,3.0,0,0.7225974227604409
216,Male,2.1,98.7,7.5,High School,Yes,No,No,58.9,74.7,C,0,average,Healthy,0.0,0.0,0,0.39392175128085705
217,Female,4.8,78.5,6.0,Masters,Yes,No,No,58.5,91.2,A,0,excellent,Healthy,1.5,2.0,0,0.36337525229001705
218,Male,5.5,77.0,5.4,High School,Yes,No,No,76.2,93.4,A,0,excellent,Healthy,2.0999999999999996,2.0,0,0.3830150597733271
219,Female,4.1,80.2,6.1,Bachelors,Yes,No,No,63.9,86.8,B,0,excellent,Healthy,1.4000000000000004,1.0,0,0.34521037106039437
220,Male,6.3,75.5,6.6,,Yes,No,No,67.8,100.0,A,0,excellent,Healthy,0.9000000000000004,1.0,0,0.4070408321689179
221,Male,2.3,86.2,6.1,High School,Yes,Yes,No,80.7,84.3,B,0,excellent,Healthy,1.4000000000000004,1.0,0,0.6438441235832945
222,Male,1.6,100.0,4.2,Bachelors,No,No,No,60.8,71.5,C,0,average,Healthy,3.3,3.0,0,0.3815789473684211
223,Female,0.8,88.2,7.9,High School,No,No,Yes,66.8,70.5,C,0,average,Healthy,0.40000000000000036,0.0,0,0.25947057910262383
224,Female,5.7,82.5,8.3,Bachelors,Yes,No,Yes,74.4,89.9,B,0,excellent,Healthy,0.8000000000000007,1.0,0,0.4323474615742897
225,Female,4.5,82.1,7.6,Bachelors,Yes,Yes,No,46.7,81.1,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.7100993634528799
226,Female,3.4,69.4,5.4,Bachelors,Yes,Yes,No,41.4,67.4,D,1,average,Moderate,2.0999999999999996,2.0,0,0.5681959323086477
227,Male,3.9,93.8,6.6,Bachelors,Yes,No,Yes,74.2,82.2,B,0,excellent,Healthy,0.9000000000000004,1.0,1,0.4367334264865704
228,Female,1.8,84.2,6.8,PhD,Yes,No,Yes,75.9,90.0,A,0,excellent,Healthy,0.7000000000000002,1.0,1,0.27383170315168454
229,Male,7.2,83.2,7.5,High School,Yes,No,No,94.8,100.0,A,0,excellent,Healthy,0.0,0.0,0,0.5032991771464058
230,Male,3.7,100.0,7.6,High School,Yes,Yes,Yes,71.9,82.7,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.8070175438596491
231,Female,3.7,88.0,5.9,PhD,Yes,Yes,No,79.8,98.3,A,0,excellent,Healthy,1.5999999999999996,2.0,0,0.7185219686384102
232,Female,4.6,77.5,6.9,Bachelors,Yes,Yes,No,67.7,91.5,A,0,excellent,Healthy,0.5999999999999996,1.0,0,0.6805620245303524
233,Female,4.2,80.7,7.3,PhD,Yes,No,No,73.6,82.2,B,0,excellent,Healthy,0.20000000000000018,0.0,0,0.3532836516068934
234,Female,3.8,96.5,8.5,Bachelors,Yes,Yes,No,90.0,100.0,A,0,excellent,Healthy,1.0,1.0,0,0.7855922993324018
235,Female,2.3,86.1,7.6,Masters,Yes,Yes,No,44.5,80.2,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.6431066604564508
236,Female,4.2,70.6,7.7,Bachelors,Yes,No,No,75.0,85.7,B,0,excellent,Moderate,0.20000000000000018,0.0,0,0.27879987579568394
237,Female,6.3,94.2,6.9,Masters,Yes,Yes,No,95.6,100.0,A,0,excellent,Healthy,0.5999999999999996,1.0,0,0.8782797702220152
238,Female,5.5,78.3,8.5,,Yes,No,No,73.4,84.4,B,0,excellent,Healthy,1.0,1.0,0,0.3926020804222947
239,Male,5.9,100.0,7.3,Bachelors,Yes,Yes,No,89.8,100.0,A,0,excellent,Healthy,0.20000000000000018,0.0,0,0.9035087719298246
240,Female,2.7,95.8,5.8,High School,Yes,No,Yes,62.4,84.6,B,0,excellent,Healthy,1.7000000000000002,2.0,1,0.39885111007607515
241,Female,2.0,80.5,8.5,High School,Yes,No,Yes,69.6,80.6,B,0,excellent,Healthy,1.0,1.0,0,0.2553174972830306
242,Male,3.3,97.8,7.6,High School,Yes,No,Yes,70.4,85.1,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.4399161620866325
243,Female,3.6,85.7,6.3,High School,Yes,No,Yes,43.4,69.4,D,1,average,Healthy,1.2000000000000002,1.0,1,0.363841018475392
244,Male,5.1,93.5,6.2,High School,Yes,Yes,No,56.0,92.2,A,0,excellent,Healthy,1.2999999999999998,1.0,0,0.8204859493867412
245,Male,1.0,89.8,7.2,Bachelors,Yes,Yes,No,56.8,76.2,C,0,average,Healthy,0.2999999999999998,0.0,0,0.613375252290017
246,Female,5.8,76.5,7.4,Bachelors,Yes,Yes,No,79.9,100.0,A,0,excellent,Healthy,0.09999999999999964,0.0,0,0.7258189722092844
247,Male,3.3,78.6,7.0,Bachelors,Yes,No,No,80.5,92.2,A,0,excellent,Healthy,0.5,0.0,0,0.2983232417326502
248,Male,2.9,95.3,7.2,Bachelors,No,No,No,73.9,76.5,C,0,average,Healthy,0.2999999999999998,0.0,0,0.4039357242664183
249,Male,2.0,81.7,8.8,High School,Yes,Yes,No,79.9,82.7,B,0,excellent,Healthy,1.3000000000000007,1.0,0,0.5975003881384878
250,Male,1.0,81.0,8.1,High School,Yes,No,No,68.0,67.1,D,1,average,Healthy,0.5999999999999996,1.0,0,0.21514516379444185
251,Female,4.7,75.4,7.0,High School,Yes,Yes,Yes,84.4,88.4,B,0,excellent,Healthy,0.5,0.0,0,0.6694612637789165
252,Male,3.6,89.2,7.9,Bachelors,Yes,No,Yes,70.1,91.0,A,0,excellent,Healthy,0.40000000000000036,0.0,0,0.3896522279149201
253,Female,1.6,100.0,5.6,High School,No,No,No,70.7,75.8,C,0,average,Healthy,1.9000000000000004,2.0,0,0.3815789473684211
254,Male,1.6,74.3,7.3,High School,Yes,Yes,No,66.8,88.3,B,0,excellent,Moderate,0.20000000000000018,0.0,0,0.5253842571029343
255,Male,3.0,85.2,9.0,Bachelors,Yes,Yes,Yes,78.2,87.6,B,0,excellent,Healthy,1.5,2.0,0,0.667171246700823
256,Male,6.0,99.1,6.5,Masters,Yes,Yes,Yes,64.9,96.8,A,0,excellent,Healthy,1.0,1.0,1,0.9012575687005123
257,Male,3.1,84.2,5.8,High School,Yes,No,No,81.7,86.7,B,0,excellent,Healthy,1.7000000000000002,2.0,0,0.3308492470113337
258,Female,1.2,89.5,6.0,Bachelors,Yes,Yes,Yes,56.4,63.7,D,1,average,Healthy,1.5,2.0,1,0.6199347927340475
259,Female,3.1,74.4,5.5,Masters,Yes,Yes,No,56.8,73.0,C,0,average,Moderate,2.0,2.0,0,0.5919111939139886
260,Male,3.1,89.3,5.9,Masters,Yes,Yes,No,78.2,94.3,A,0,excellent,Healthy,1.5999999999999996,2.0,0,0.7017931998136935
261,Male,0.5,83.1,6.4,,Yes,Yes,No,68.9,71.3,C,0,average,Healthy,1.0999999999999996,1.0,0,0.5420353982300884
262,Female,3.4,94.9,5.1,High School,Yes,Yes,No,64.6,79.7,C,0,average,Healthy,2.4000000000000004,2.0,0,0.7562490296537806
263,Male,3.2,96.9,6.8,High School,No,No,No,80.7,81.2,B,0,excellent,Healthy,0.7000000000000002,1.0,0,0.428893029032759
264,Male,4.5,100.0,7.9,PhD,Yes,Yes,No,62.7,91.1,A,0,excellent,Healthy,0.40000000000000036,0.0,0,0.8421052631578947
265,Male,6.3,90.8,5.7,Bachelors,Yes,No,No,67.6,97.5,A,0,excellent,Healthy,1.7999999999999998,2.0,0,0.5198726905759975
266,Female,5.2,88.3,8.6,Bachelors,Yes,No,No,86.8,100.0,A,0,excellent,Healthy,1.0999999999999996,1.0,0,0.45319049836981834
267,Female,3.1,86.9,7.4,Masters,Yes,Yes,Yes,88.5,81.6,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.6840940847694458
268,Female,1.8,81.5,8.0,Masters,Yes,Yes,No,88.9,83.9,B,0,excellent,Healthy,0.5,0.0,0,0.5872535320602391
269,Male,7.4,88.4,6.0,,Yes,No,No,66.6,100.0,A,0,excellent,Healthy,1.5,2.0,0,0.5504191895668376
270,Male,3.6,82.0,7.8,,Yes,No,No,84.8,80.2,B,0,excellent,Healthy,0.2999999999999998,0.0,0,0.3365548827821767
271,Female,3.5,86.7,5.5,Masters,Yes,Yes,No,58.6,75.1,C,0,average,Healthy,2.0,2.0,0,0.7001630181648814
272,Female,3.5,98.2,7.9,High School,No,Yes,No,59.1,78.2,C,0,average,Healthy,0.40000000000000036,0.0,0,0.7849712777519019
273,Female,3.8,74.9,7.0,PhD,Yes,Yes,Yes,41.8,64.7,D,1,average,Moderate,0.5,0.0,0,0.6263002639341718
274,Female,3.3,96.4,7.5,High School,Yes,No,No,90.1,97.8,A,0,excellent,Healthy,0.0,0.0,0,0.42959167831082135
275,Male,2.6,98.2,5.4,High School,No,Yes,No,59.6,74.4,C,0,average,Healthy,2.0999999999999996,2.0,0,0.7454975935413756
276,Female,2.7,83.8,5.7,PhD,Yes,Yes,No,68.5,76.4,C,0,average,Healthy,1.7999999999999998,2.0,0,0.6436888681881695
277,Male,3.5,63.8,7.5,High School,Yes,No,No,59.1,76.3,C,0,average,Moderate,0.0,0.0,0,0.19795062878435024
278,Female,2.7,78.9,5.7,High School,Yes,No,Yes,78.3,88.3,B,0,excellent,Healthy,1.7999999999999998,2.0,1,0.27421984163949703
279,Male,2.4,98.0,7.4,High School,Yes,Yes,No,65.5,94.0,A,0,excellent,Healthy,0.09999999999999964,0.0,0,0.7352507374631269
280,Female,3.7,84.8,5.2,PhD,No,Yes,Yes,54.3,58.8,F,1,poor,Healthy,2.3,2.0,1,0.6949231485794131
281,Female,3.1,75.0,7.8,Bachelors,No,No,No,75.3,81.1,B,0,excellent,Healthy,0.2999999999999998,0.0,0,0.26300263934171714
282,Female,5.8,80.0,5.3,Masters,Yes,Yes,No,52.8,84.5,B,0,excellent,Healthy,2.2,2.0,0,0.7516301816488123
283,Female,0.5,93.4,7.5,High School,Yes,Yes,Yes,60.0,69.9,D,1,average,Healthy,0.0,0.0,0,0.6179941002949852
284,Male,5.1,90.5,7.6,Masters,Yes,No,No,44.7,82.2,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.46502872224809816
285,Female,5.4,82.6,6.0,Masters,Yes,Yes,Yes,52.9,83.3,B,0,excellent,Healthy,1.5,2.0,1,0.7532603632976246
286,Male,0.5,81.3,7.5,High School,Yes,No,Yes,72.1,69.5,D,1,average,Healthy,0.0,0.0,0,0.1954277286135693
287,Male,3.0,81.1,7.1,Bachelors,Yes,No,No,46.4,68.5,D,1,average,Healthy,0.40000000000000036,0.0,0,0.3036019251668995
288,Male,2.9,75.8,6.2,High School,No,Yes,No,52.2,61.5,D,1,average,Healthy,1.2999999999999998,1.0,0,0.5934637478652384
289,Male,1.4,100.0,5.6,,No,Yes,No,70.0,72.3,C,0,average,Healthy,1.9000000000000004,2.0,0,0.706140350877193
290,Female,2.3,81.8,4.4,Bachelors,Yes,No,No,63.5,74.1,C,0,average,Healthy,3.0999999999999996,3.0,0,0.2780624126688402
291,Male,1.8,97.2,7.2,,Yes,No,No,93.9,94.9,A,0,excellent,Healthy,0.2999999999999998,0.0,0,0.36970190964136007
292,Male,6.1,100.0,4.9,High School,Yes,No,No,92.0,100.0,A,0,excellent,Healthy,2.5999999999999996,3.0,0,0.5789473684210527
293,Male,4.9,95.0,6.9,Masters,Yes,No,Yes,59.6,84.5,B,0,excellent,Healthy,0.5999999999999996,1.0,1,0.4894426331315014
294,Female,5.4,80.7,6.5,Masters,Yes,Yes,Yes,76.7,93.7,A,0,excellent,Healthy,1.0,1.0,1,0.7392485638875952
295,Female,4.6,89.0,7.6,Masters,Yes,No,No,79.0,100.0,A,0,excellent,Healthy,0.09999999999999964,0.0,0,0.43203695078403975
296,Female,1.8,84.8,6.4,,Yes,Yes,No,62.8,81.6,B,0,excellent,Healthy,1.0999999999999996,1.0,0,0.6115898152460798
297,Female,2.7,76.0,6.4,Bachelors,Yes,Yes,No,52.1,70.9,C,0,average,Healthy,1.0999999999999996,1.0,0,0.5861667442943642
298,Male,4.2,88.2,7.7,High School,Yes,Yes,No,69.9,89.6,B,0,excellent,Healthy,0.20000000000000018,0.0,0,0.7419267194535011
299,Male,1.7,73.2,7.2,Masters,No,Yes,No,67.9,69.2,D,1,average,Moderate,0.2999999999999998,0.0,0,0.5216581276199348
300,Female,4.6,96.9,7.2,Masters,Yes,No,Yes,64.8,82.3,B,0,excellent,Healthy,0.2999999999999998,0.0,0,0.4902965378046888
301,Male,3.1,80.4,7.4,Bachelors,Yes,Yes,Yes,75.3,80.9,B,0,excellent,Healthy,0.09999999999999964,0.0,0,0.636158981524608
302,Male,2.9,87.0,5.0,High School,Yes,Yes,No,61.0,82.4,B,0,excellent,Healthy,2.5,2.0,0,0.676059618071728
303,Male,4.6,87.8,7.7,Bachelors,Yes,Yes,No,56.2,91.0,A,0,excellent,Healthy,0.20000000000000018,0.0,0,0.7565207265952493
304,Female,4.2,82.4,7.5,High School,No,No,No,71.3,81.6,B,0,excellent,Healthy,0.0,0.0,0,0.3658205247632356
305,Female,3.0,90.9,5.6,Bachelors,Yes,No,Yes,74.6,83.2,B,0,excellent,Healthy,1.9000000000000004,2.0,1,0.3758733115975781
306,Male,5.2,80.3,6.5,Bachelors,Yes,Yes,No,55.9,80.7,B,0,excellent,Healthy,1.0,1.0,0,0.7275267815556591
307,Female,1.9,93.7,6.8,Masters,Yes,Yes,Yes,81.1,87.2,B,0,excellent,Healthy,0.7000000000000002,1.0,1,0.6816099984474461
308,Female,4.4,71.5,6.6,High School,Yes,Yes,Yes,48.8,72.8,C,0,average,Moderate,0.9000000000000004,1.0,1,0.6275423070951716
309,Female,4.4,86.3,7.2,Bachelors,Yes,No,No,63.1,85.2,B,0,excellent,Healthy,0.2999999999999998,0.0,0,0.40335351653469953
310,Female,3.0,100.0,8.5,High School,Yes,No,Yes,66.9,83.3,B,0,excellent,Healthy,1.0,1.0,0,0.44298245614035087
311,Female,4.0,75.0,8.1,High School,Yes,Yes,No,62.4,82.6,B,0,excellent,Healthy,0.5999999999999996,1.0,0,0.6358096568855768
312,Male,1.6,78.2,5.2,Masters,Yes,No,Yes,63.2,63.4,D,1,average,Healthy,2.3,2.0,1,0.2208119857165037
313,Female,4.9,90.1,7.5,,Yes,Yes,No,92.5,100.0,A,0,excellent,Healthy,0.0,0.0,0,0.7866402732494954
314,Male,3.2,86.8,8.4,Bachelors,Yes,No,No,59.8,79.4,C,0,average,Healthy,0.9000000000000004,1.0,0,0.3544092532215495
315,Male,2.7,88.5,7.3,Masters,Yes,Yes,No,99.3,100.0,A,0,excellent,Healthy,0.20000000000000018,0.0,0,0.6783496351498215
316,Female,5.1,89.9,8.1,PhD,Yes,Yes,No,75.2,100.0,A,0,excellent,Healthy,0.5999999999999996,1.0,0,0.7939372768203695
317,Male,2.4,91.3,9.2,Masters,No,Yes,Yes,71.1,72.9,C,0,average,Healthy,1.6999999999999993,2.0,0,0.6858407079646017
318,Male,1.4,96.1,8.0,High School,No,Yes,No,75.7,79.2,C,0,average,Healthy,0.5,0.0,0,0.6773792889302902
319,Male,1.2,89.1,7.1,,Yes,No,No,100.0,84.2,B,0,excellent,Healthy,0.40000000000000036,0.0,0,0.2836516068933395
320,Female,4.4,82.6,8.1,Bachelors,Yes,Yes,Yes,58.1,80.7,B,0,excellent,Healthy,0.5999999999999996,1.0,0,0.7094007141748175
321,Female,1.6,91.7,7.0,High School,Yes,No,No,56.6,85.3,B,0,excellent,Healthy,0.5,0.0,0,0.32036950784039747
322,Male,6.1,100.0,6.8,High School,Yes,No,Yes,60.9,93.1,A,0,excellent,Healthy,0.7000000000000002,1.0,1,0.5789473684210527
323,Female,0.5,83.7,6.4,Bachelors,Yes,Yes,No,70.4,73.5,C,0,average,Healthy,1.0999999999999996,1.0,0,0.5464601769911505
324,Female,6.0,75.3,8.7,High School,Yes,Yes,No,49.3,90.8,A,0,excellent,Healthy,1.1999999999999993,1.0,0,0.7257413445117219
325,Female,3.8,96.1,5.8,High School,Yes,Yes,Yes,70.3,80.8,B,0,excellent,Healthy,1.7000000000000002,2.0,1,0.7826424468250271
326,Female,3.4,83.8,8.6,High School,Yes,No,No,90.3,88.9,B,0,excellent,Healthy,1.0999999999999996,1.0,0,0.3410572892408011
327,Male,2.7,63.3,7.4,Masters,No,Yes,No,71.8,63.7,D,1,average,Moderate,0.09999999999999964,0.0,0,0.49250892718521966
328,Male,4.1,93.5,5.1,PhD,Yes,Yes,No,66.5,82.6,B,0,excellent,Healthy,2.4000000000000004,2.0,0,0.7766263002639343
329,Female,3.4,79.6,7.2,High School,Yes,Yes,No,62.6,63.7,D,1,average,Healthy,0.2999999999999998,0.0,0,0.6434171712467008
330,Female,5.2,84.1,4.3,PhD,Yes,No,No,80.8,96.6,A,0,excellent,Healthy,3.2,3.0,0,0.42221704704238466
331,Male,3.7,88.3,7.6,PhD,Yes,Yes,No,60.1,97.0,A,0,excellent,Healthy,0.09999999999999964,0.0,0,0.7207343580189413
332,Male,3.7,86.9,7.9,Masters,No,Yes,No,92.2,93.3,A,0,excellent,Healthy,0.40000000000000036,0.0,0,0.7104098742431301
333,Female,3.0,92.1,6.1,High School,Yes,Yes,Yes,93.2,82.8,B,0,excellent,Healthy,1.4000000000000004,1.0,1,0.7180562024530351
334,Male,3.4,80.6,6.9,Masters,Yes,Yes,No,73.1,81.2,B,0,excellent,Healthy,0.5999999999999996,1.0,0,0.6507918025151374
335,Female,4.0,90.1,9.1,,Yes,No,No,69.9,88.7,B,0,excellent,Healthy,1.5999999999999996,2.0,0,0.4138332557056357
336,Female,0.9,82.4,6.2,Masters,Yes,Yes,No,82.4,71.2,C,0,average,Healthy,1.2999999999999998,1.0,0,0.5544170159913058
337,Male,1.5,92.4,5.5,High School,Yes,No,No,83.1,87.1,B,0,excellent,Healthy,2.0,2.0,0,0.3211457848160224
338,Male,4.6,91.2,8.6,Bachelors,Yes,No,No,60.3,94.9,A,0,excellent,Healthy,1.0999999999999996,1.0,0,0.4482611395746002
339,Female,3.8,75.6,9.2,Bachelors,Yes,No,No,63.7,76.1,C,0,average,Healthy,1.6999999999999993,2.0,0,0.298129172488744
340,Female,3.2,95.9,6.8,Bachelors,Yes,No,No,54.1,85.1,B,0,excellent,Healthy,0.7000000000000002,1.0,0,0.4215183977643224
341,Male,3.5,79.6,8.0,High School,Yes,Yes,No,74.9,96.3,A,0,excellent,Healthy,0.5,0.0,0,0.6478031361589814
342,Female,4.0,93.1,8.4,High School,Yes,Yes,No,78.0,100.0,A,0,excellent,Healthy,0.9000000000000004,1.0,0,0.7692904828442787
343,Male,2.7,88.7,5.9,Masters,Yes,No,No,53.8,92.0,A,0,excellent,Healthy,1.5999999999999996,2.0,0,0.3464912280701755
344,Female,2.3,100.0,6.2,PhD,Yes,Yes,No,64.5,77.2,C,0,average,Healthy,1.2999999999999998,1.0,0,0.7456140350877193
345,Male,3.8,82.8,8.3,High School,Yes,No,No,53.8,97.5,A,0,excellent,Healthy,0.8000000000000007,1.0,0,0.3512265176214873
346,Male,2.0,81.5,8.8,,Yes,Yes,Yes,59.2,70.6,C,0,average,Healthy,1.3000000000000007,1.0,0,0.5960254618848005
347,Male,4.1,84.8,7.5,High School,Yes,No,No,76.6,87.2,B,0,excellent,Healthy,0.0,0.0,0,0.37913367489520255
348,Female,0.9,82.0,5.7,Masters,Yes,No,No,61.2,69.0,D,1,average,Healthy,1.7999999999999998,2.0,0,0.21813383015059776
349,Female,5.0,93.0,9.2,Masters,Yes,Yes,Yes,66.4,90.2,A,0,excellent,Healthy,1.6999999999999993,2.0,0,0.8124126688402423
350,Male,4.2,68.8,6.2,Masters,Yes,Yes,Yes,50.5,74.0,C,0,average,Moderate,1.2999999999999998,1.0,1,0.5988588728458314
351,Female,3.9,74.5,6.4,,Yes,No,No,72.2,75.3,C,0,average,Moderate,1.0999999999999996,1.0,0,0.29440304300574444
352,Male,5.0,74.3,7.2,High School,Yes,No,No,69.5,86.5,B,0,excellent,Moderate,0.2999999999999998,0.0,0,0.3411737307871448
353,Male,6.0,94.5,8.7,PhD,Yes,Yes,No,61.3,100.0,A,0,excellent,Healthy,1.1999999999999993,1.0,0,0.8673342648657041
354,Female,5.0,100.0,7.8,High School,Yes,No,Yes,67.7,93.6,A,0,excellent,Healthy,0.2999999999999998,0.0,0,0.5307017543859649
355,Female,0.7,84.0,7.3,Masters,Yes,Yes,Yes,72.2,72.0,C,0,average,Healthy,0.20000000000000018,0.0,0,0.5574444961962428
356,Male,1.6,83.3,7.4,Masters,Yes,Yes,No,60.2,76.2,C,0,average,Healthy,0.09999999999999964,0.0,0,0.5917559385188635
357,Female,2.6,85.7,6.9,Masters,Yes,No,No,52.3,80.9,B,0,excellent,Healthy,0.5999999999999996,1.0,0,0.31998136935258503
358,Female,3.5,96.6,7.5,High School,Yes,No,Yes,91.7,85.3,B,0,excellent,Healthy,0.0,0.0,0,0.43983853438907
359,Male,4.3,75.7,3.8,PhD,Yes,No,No,62.4,81.9,B,0,excellent,Healthy,3.7,4.0,0,0.3207964601769912
360,Male,2.4,87.4,6.4,High School,Yes,No,No,68.8,78.0,C,0,average,Healthy,1.0999999999999996,1.0,0,0.3237463126843658
361,Female,3.8,94.8,7.1,High School,Yes,Yes,Yes,82.1,93.6,A,0,excellent,Healthy,0.40000000000000036,0.0,0,0.7730554261760596
362,Male,2.4,90.0,5.4,Masters,Yes,No,Yes,100.0,95.1,A,0,excellent,Healthy,2.0999999999999996,2.0,1,0.34292035398230086
363,Male,2.6,86.9,7.3,Bachelors,Yes,Yes,Yes,55.1,66.7,D,1,average,Healthy,0.20000000000000018,0.0,0,0.6621642602080423
364,Female,1.4,95.0,6.6,Masters,Yes,Yes,No,75.4,75.6,C,0,average,Healthy,0.9000000000000004,1.0,0,0.66926719453501
365,Male,2.1,58.0,8.9,Bachelors,Yes,Yes,No,61.5,57.4,F,1,poor,Critical,1.4000000000000004,1.0,0,0.42710759198882164
366,Male,1.5,91.8,8.7,High School,Yes,Yes,No,63.5,75.4,C,0,average,Healthy,1.1999999999999993,1.0,0,0.6500543393882937
367,Female,2.0,78.5,6.2,Masters,Yes,Yes,No,61.4,80.5,B,0,excellent,Healthy,1.2999999999999998,1.0,0,0.5739015680794908
368,Female,5.1,66.7,6.6,Bachelors,No,Yes,No,56.5,75.1,C,0,average,Moderate,0.9000000000000004,1.0,0,0.6228458313926409
369,Male,2.1,90.1,6.7,High School,No,Yes,No,69.5,67.8,D,1,average,Healthy,0.7999999999999998,1.0,0,0.6638332557056358
370,Male,7.4,98.7,6.3,Masters,Yes,Yes,No,52.3,97.4,A,0,excellent,Healthy,1.2000000000000002,1.0,0,0.9597112249650676
371,Female,4.2,83.6,7.0,Bachelors,Yes,No,Yes,81.4,80.2,B,0,excellent,Healthy,0.5,0.0,0,0.3746700822853594
372,Female,3.8,94.5,5.9,Bachelors,Yes,Yes,No,70.7,82.8,B,0,excellent,Healthy,1.5999999999999996,2.0,0,0.7708430367955286
373,Female,2.2,100.0,5.4,Bachelors,Yes,Yes,No,75.1,87.8,B,0,excellent,Healthy,2.0999999999999996,2.0,0,0.7412280701754387
374,Female,4.6,98.1,7.5,Masters,Yes,No,No,64.4,85.8,B,0,excellent,Healthy,0.0,0.0,0,0.4991460953268126
375,Male,2.6,100.0,7.6,Masters,Yes,No,No,65.6,91.7,A,0,excellent,Healthy,0.09999999999999964,0.0,0,0.4254385964912281
376,Female,3.7,92.4,5.8,Masters,Yes,No,Yes,73.5,84.9,B,0,excellent,Healthy,1.7000000000000002,2.0,1,0.41763701288619787
